beneficiary_id,state,sector,gender,age_band,employment_category
BEN-000412,Rivers,Light Manufacturing,Male,50+,Self-Employed
BEN-000413,FCT,Light Manufacturing,Male,26-35,Self-Employed
BEN-000414,FCT,Healthcare,Female,26-35,Self-Employed
BEN-000415,Katsina,Light Manufacturing,Male,36-50,Micro-Enterprise
BEN-000416,Kaduna,Tech & Services,Male,26-35,Formal Sector
BEN-000417,FCT,Healthcare,Male,18-25,Self-Employed
BEN-000418,Kano,Light Manufacturing,Male,36-50,Formal Sector
BEN-000419,FCT,Retail Trade,Female,26-35,Self-Employed
BEN-000420,Nasarawa,Light Manufacturing,Male,50+,Self-Employed
BEN-000421,Lagos,Agriculture,Female,18-25,Self-Employed
BEN-000422,Rivers,Light Manufacturing,Female,26-35,Formal Sector
BEN-000423,Kaduna,Tech & Services,Female,26-35,Self-Employed
BEN-000424,Bauchi,Healthcare,Female,26-35,Self-Employed
BEN-000425,FCT,Agriculture,Female,50+,Self-Employed
BEN-000426,Kaduna,Healthcare,Male,26-35,Micro-Enterprise
BEN-000427,Lagos,Agriculture,Female,26-35,Self-Employed
BEN-000428,Lagos,Agriculture,Female,18-25,Self-Employed
BEN-000429,FCT,Healthcare,Male,36-50,Self-Employed
BEN-000430,Kaduna,Light Manufacturing,Female,26-35,Self-Employed
BEN-000431,Lagos,Tech & Services,Male,50+,Micro-Enterprise
BEN-000432,FCT,Healthcare,Male,26-35,Micro-Enterprise
BEN-000433,Lagos,Healthcare,Female,26-35,Self-Employed
BEN-000434,Bauchi,Retail Trade,Female,26-35,Self-Employed
BEN-000435,Kaduna,Light Manufacturing,Female,26-35,Self-Employed
BEN-000436,Kaduna,Tech & Services,Male,26-35,Self-Employed
BEN-000437,FCT,Light Manufacturing,Male,26-35,Self-Employed
BEN-000438,Oyo,Tech & Services,Male,26-35,Micro-Enterprise
BEN-000439,Kaduna,Retail Trade,Male,36-50,Micro-Enterprise
BEN-000440,Kano,Light Manufacturing,Male,36-50,Self-Employed
BEN-000441,Lagos,Tech & Services,Male,26-35,Micro-Enterprise
BEN-000442,Enugu,Light Manufacturing,Male,36-50,Formal Sector
BEN-000443,Nasarawa,Agriculture,Female,26-35,Formal Sector
BEN-000444,FCT,Healthcare,Female,26-35,Self-Employed
BEN-000445,Katsina,Light Manufacturing,Male,18-25,Self-Employed
BEN-000446,Lagos,Agriculture,Female,26-35,Self-Employed
BEN-000447,Bauchi,Tech & Services,Female,36-50,Self-Employed
BEN-000448,Rivers,Tech & Services,Female,50+,Micro-Enterprise
BEN-000449,Kano,Retail Trade,Female,36-50,Self-Employed
BEN-000450,Kano,Tech & Services,Female,18-25,Self-Employed
BEN-000451,Kaduna,Agriculture,Female,26-35,Micro-Enterprise
BEN-000452,FCT,Agriculture,Female,26-35,Formal Sector
BEN-000453,Enugu,Tech & Services,Female,18-25,Self-Employed
BEN-000454,Kaduna,Agriculture,Female,50+,Self-Employed
BEN-000455,Kaduna,Light Manufacturing,Female,26-35,Self-Employed
BEN-000456,Kano,Light Manufacturing,Female,26-35,Micro-Enterprise
BEN-000457,Katsina,Agriculture,Female,36-50,Micro-Enterprise
BEN-000458,Kano,Agriculture,Female,18-25,Self-Employed
BEN-000459,FCT,Tech & Services,Male,18-25,Self-Employed
BEN-000460,Oyo,Light Manufacturing,Male,18-25,Micro-Enterprise
BEN-000461,Katsina,Agriculture,Male,50+,Micro-Enterprise
BEN-000462,Oyo,Tech & Services,Female,26-35,Self-Employed
BEN-000463,Enugu,Agriculture,Male,36-50,Self-Employed
BEN-000464,Rivers,Healthcare,Male,26-35,Self-Employed
BEN-000465,Lagos,Tech & Services,Male,26-35,Self-Employed
BEN-000466,Kano,Agriculture,Male,50+,Micro-Enterprise
BEN-000467,Enugu,Agriculture,Female,26-35,Self-Employed
BEN-000468,Nasarawa,Tech & Services,Female,50+,Micro-Enterprise
BEN-000469,Lagos,Healthcare,Male,26-35,Self-Employed
BEN-000470,Rivers,Agriculture,Female,36-50,Micro-Enterprise
BEN-000471,Nasarawa,Agriculture,Male,36-50,Self-Employed
BEN-000472,Katsina,Agriculture,Male,26-35,Self-Employed
BEN-000473,Bauchi,Tech & Services,Female,26-35,Micro-Enterprise
BEN-000474,Kaduna,Tech & Services,Male,26-35,Micro-Enterprise
BEN-000475,Bauchi,Retail Trade,Male,50+,Self-Employed
BEN-000476,FCT,Agriculture,Male,18-25,Micro-Enterprise
BEN-000477,Katsina,Light Manufacturing,Male,50+,Self-Employed
BEN-000478,FCT,Light Manufacturing,Male,26-35,Self-Employed
BEN-000479,Lagos,Agriculture,Male,26-35,Self-Employed
BEN-000480,Kaduna,Retail Trade,Male,26-35,Self-Employed
BEN-000481,FCT,Agriculture,Male,18-25,Micro-Enterprise
BEN-000482,Kaduna,Light Manufacturing,Female,26-35,Self-Employed
BEN-000483,Enugu,Light Manufacturing,Male,50+,Self-Employed
BEN-000484,FCT,Light Manufacturing,Male,50+,Micro-Enterprise
BEN-000485,Enugu,Agriculture,Female,50+,Micro-Enterprise
BEN-000486,Kaduna,Light Manufacturing,Male,36-50,Micro-Enterprise
BEN-000487,Kaduna,Tech & Services,Female,18-25,Self-Employed
BEN-000488,FCT,Retail Trade,Male,26-35,Self-Employed
BEN-000489,Katsina,Tech & Services,Male,26-35,Formal Sector
BEN-000490,Enugu,Agriculture,Female,36-50,Self-Employed
BEN-000491,Lagos,Light Manufacturing,Female,26-35,Micro-Enterprise
BEN-000492,Rivers,Light Manufacturing,Female,26-35,Micro-Enterprise
BEN-000493,Bauchi,Retail Trade,Male,26-35,Self-Employed
BEN-000494,FCT,Healthcare,Male,50+,Micro-Enterprise
BEN-000495,Kano,Agriculture,Female,36-50,Micro-Enterprise
BEN-000496,Rivers,Retail Trade,Male,18-25,Self-Employed
BEN-000497,Nasarawa,Tech & Services,Male,26-35,Self-Employed
BEN-000498,Lagos,Agriculture,Male,26-35,Self-Employed
BEN-000499,FCT,Agriculture,Male,26-35,Self-Employed
BEN-000500,Lagos,Tech & Services,Male,18-25,Micro-Enterprise
BEN-000501,Kano,Tech & Services,Male,26-35,Self-Employed
BEN-000502,Kaduna,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-000503,Enugu,Retail Trade,Female,26-35,Self-Employed
BEN-000504,Kaduna,Agriculture,Male,26-35,Self-Employed
BEN-000505,Lagos,Light Manufacturing,Male,18-25,Self-Employed
BEN-000506,Katsina,Light Manufacturing,Male,18-25,Micro-Enterprise
BEN-000507,FCT,Retail Trade,Female,18-25,Formal Sector
BEN-000508,Kano,Tech & Services,Female,26-35,Self-Employed
BEN-000509,Enugu,Tech & Services,Male,50+,Micro-Enterprise
BEN-000510,Bauchi,Agriculture,Female,26-35,Micro-Enterprise
BEN-000511,Nasarawa,Light Manufacturing,Male,36-50,Micro-Enterprise
BEN-000512,Kaduna,Healthcare,Male,26-35,Formal Sector
BEN-000513,Lagos,Light Manufacturing,Male,26-35,Formal Sector
BEN-000514,Kaduna,Retail Trade,Male,26-35,Formal Sector
BEN-000515,Katsina,Agriculture,Female,26-35,Micro-Enterprise
BEN-000516,Kaduna,Healthcare,Male,26-35,Self-Employed
BEN-000517,Bauchi,Healthcare,Female,26-35,Self-Employed
BEN-000518,Kaduna,Light Manufacturing,Female,18-25,Micro-Enterprise
BEN-000519,FCT,Retail Trade,Female,18-25,Self-Employed
BEN-000520,Bauchi,Tech & Services,Female,26-35,Self-Employed
BEN-000521,FCT,Light Manufacturing,Male,36-50,Self-Employed
BEN-000522,Lagos,Agriculture,Male,36-50,Micro-Enterprise
BEN-000523,FCT,Tech & Services,Female,36-50,Self-Employed
BEN-000524,Bauchi,Agriculture,Male,18-25,Micro-Enterprise
BEN-000525,Kano,Light Manufacturing,Male,26-35,Self-Employed
BEN-000526,Bauchi,Healthcare,Female,18-25,Self-Employed
BEN-000527,Rivers,Light Manufacturing,Female,26-35,Micro-Enterprise
BEN-000528,Enugu,Tech & Services,Female,26-35,Self-Employed
BEN-000529,Bauchi,Light Manufacturing,Female,36-50,Micro-Enterprise
BEN-000530,Kano,Light Manufacturing,Female,36-50,Micro-Enterprise
BEN-000531,Kaduna,Healthcare,Female,36-50,Micro-Enterprise
BEN-000532,Rivers,Agriculture,Female,26-35,Micro-Enterprise
BEN-000533,Kaduna,Light Manufacturing,Male,18-25,Micro-Enterprise
BEN-000534,Bauchi,Retail Trade,Male,18-25,Micro-Enterprise
BEN-000535,Rivers,Agriculture,Male,36-50,Micro-Enterprise
BEN-000536,Kaduna,Retail Trade,Female,36-50,Self-Employed
BEN-000537,Nasarawa,Light Manufacturing,Female,50+,Self-Employed
BEN-000538,Katsina,Healthcare,Female,36-50,Self-Employed
BEN-000539,Kano,Healthcare,Female,26-35,Micro-Enterprise
BEN-000540,Kaduna,Agriculture,Female,36-50,Self-Employed
BEN-000541,Nasarawa,Tech & Services,Female,26-35,Self-Employed
BEN-000542,Kano,Healthcare,Female,26-35,Self-Employed
BEN-000543,Kaduna,Retail Trade,Male,26-35,Micro-Enterprise
BEN-000544,Nasarawa,Light Manufacturing,Male,26-35,Self-Employed
BEN-000545,Kaduna,Healthcare,Male,26-35,Micro-Enterprise
BEN-000546,Kaduna,Retail Trade,Male,26-35,Formal Sector
BEN-000547,Kaduna,Tech & Services,Male,26-35,Self-Employed
BEN-000548,Nasarawa,Tech & Services,Female,50+,Formal Sector
BEN-000549,FCT,Tech & Services,Female,18-25,Self-Employed
BEN-000550,Lagos,Tech & Services,Female,36-50,Self-Employed
BEN-000551,Kaduna,Healthcare,Female,26-35,Self-Employed
BEN-000552,Kaduna,Tech & Services,Female,26-35,Self-Employed
BEN-000553,Oyo,Tech & Services,Female,18-25,Self-Employed
BEN-000554,FCT,Agriculture,Male,18-25,Micro-Enterprise
BEN-000555,Oyo,Agriculture,Male,36-50,Self-Employed
BEN-000556,Nasarawa,Retail Trade,Male,36-50,Self-Employed
BEN-000557,Katsina,Agriculture,Female,36-50,Self-Employed
BEN-000558,FCT,Tech & Services,Female,26-35,Micro-Enterprise
BEN-000559,FCT,Agriculture,Female,26-35,Self-Employed
BEN-000560,Kaduna,Retail Trade,Female,18-25,Micro-Enterprise
BEN-000561,Kano,Retail Trade,Male,18-25,Self-Employed
BEN-000562,FCT,Agriculture,Female,26-35,Micro-Enterprise
BEN-000563,Nasarawa,Retail Trade,Male,36-50,Self-Employed
BEN-000564,Oyo,Agriculture,Female,50+,Self-Employed
BEN-000565,Kaduna,Light Manufacturing,Male,26-35,Self-Employed
BEN-000566,FCT,Healthcare,Male,36-50,Self-Employed
BEN-000567,Enugu,Tech & Services,Male,26-35,Micro-Enterprise
BEN-000568,Bauchi,Light Manufacturing,Male,36-50,Micro-Enterprise
BEN-000569,Oyo,Healthcare,Male,26-35,Self-Employed
BEN-000570,Kano,Retail Trade,Female,26-35,Self-Employed
BEN-000571,Enugu,Tech & Services,Female,50+,Micro-Enterprise
BEN-000572,Bauchi,Retail Trade,Female,26-35,Micro-Enterprise
BEN-000573,Kano,Retail Trade,Male,18-25,Micro-Enterprise
BEN-000574,Oyo,Healthcare,Male,50+,Self-Employed
BEN-000575,Katsina,Tech & Services,Female,36-50,Formal Sector
BEN-000576,Kano,Tech & Services,Female,18-25,Micro-Enterprise
BEN-000577,Rivers,Retail Trade,Male,26-35,Self-Employed
BEN-000578,Kaduna,Retail Trade,Male,36-50,Self-Employed
BEN-000579,Bauchi,Healthcare,Female,50+,Micro-Enterprise
BEN-000580,Lagos,Healthcare,Male,26-35,Micro-Enterprise
BEN-000581,FCT,Healthcare,Male,36-50,Formal Sector
BEN-000582,Oyo,Light Manufacturing,Male,36-50,Self-Employed
BEN-000583,Enugu,Tech & Services,Female,36-50,Formal Sector
BEN-000584,Lagos,Light Manufacturing,Male,50+,Self-Employed
BEN-000585,Kano,Retail Trade,Female,26-35,Micro-Enterprise
BEN-000586,Katsina,Retail Trade,Female,26-35,Formal Sector
BEN-000587,Bauchi,Healthcare,Female,36-50,Self-Employed
BEN-000588,Kano,Light Manufacturing,Female,26-35,Self-Employed
BEN-000589,Oyo,Tech & Services,Male,18-25,Self-Employed
BEN-000590,Katsina,Retail Trade,Female,18-25,Micro-Enterprise
BEN-000591,Kaduna,Light Manufacturing,Male,26-35,Self-Employed
BEN-000592,Katsina,Healthcare,Male,26-35,Self-Employed
BEN-000593,Katsina,Light Manufacturing,Male,26-35,Self-Employed
BEN-000594,Enugu,Tech & Services,Female,50+,Formal Sector
BEN-000595,Lagos,Agriculture,Female,26-35,Self-Employed
BEN-000596,FCT,Tech & Services,Female,50+,Micro-Enterprise
BEN-000597,Bauchi,Retail Trade,Female,36-50,Self-Employed
BEN-000598,Bauchi,Retail Trade,Female,26-35,Self-Employed
BEN-000599,Rivers,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-000600,Kaduna,Retail Trade,Female,26-35,Micro-Enterprise
BEN-000601,FCT,Retail Trade,Male,26-35,Self-Employed
BEN-000602,Kano,Tech & Services,Female,26-35,Self-Employed
BEN-000603,Nasarawa,Agriculture,Male,36-50,Micro-Enterprise
BEN-000604,Kano,Retail Trade,Female,26-35,Micro-Enterprise
BEN-000605,Lagos,Agriculture,Female,26-35,Self-Employed
BEN-000606,Kaduna,Healthcare,Female,18-25,Self-Employed
BEN-000607,Lagos,Healthcare,Female,26-35,Self-Employed
BEN-000608,Kaduna,Tech & Services,Male,18-25,Micro-Enterprise
BEN-000609,Bauchi,Light Manufacturing,Female,36-50,Micro-Enterprise
BEN-000610,FCT,Retail Trade,Female,36-50,Self-Employed
BEN-000611,Kano,Agriculture,Male,50+,Micro-Enterprise
BEN-000612,Bauchi,Healthcare,Female,18-25,Self-Employed
BEN-000613,FCT,Retail Trade,Female,26-35,Micro-Enterprise
BEN-000614,Lagos,Light Manufacturing,Female,26-35,Self-Employed
BEN-000615,Bauchi,Agriculture,Male,26-35,Micro-Enterprise
BEN-000616,Rivers,Light Manufacturing,Male,50+,Micro-Enterprise
BEN-000617,Rivers,Light Manufacturing,Female,18-25,Self-Employed
BEN-000618,Nasarawa,Agriculture,Male,36-50,Self-Employed
BEN-000619,Kano,Tech & Services,Female,36-50,Micro-Enterprise
BEN-000620,Rivers,Healthcare,Female,26-35,Self-Employed
BEN-000621,Kaduna,Tech & Services,Male,18-25,Micro-Enterprise
BEN-000622,Kaduna,Retail Trade,Female,36-50,Self-Employed
BEN-000623,Lagos,Healthcare,Female,26-35,Formal Sector
BEN-000624,Kaduna,Agriculture,Male,26-35,Self-Employed
BEN-000625,Bauchi,Light Manufacturing,Female,26-35,Micro-Enterprise
BEN-000626,Oyo,Tech & Services,Female,26-35,Micro-Enterprise
BEN-000627,Lagos,Light Manufacturing,Female,50+,Micro-Enterprise
BEN-000628,Kano,Tech & Services,Male,18-25,Self-Employed
BEN-000629,Kaduna,Tech & Services,Female,26-35,Micro-Enterprise
BEN-000630,FCT,Light Manufacturing,Male,18-25,Self-Employed
BEN-000631,Enugu,Light Manufacturing,Male,26-35,Formal Sector
BEN-000632,Enugu,Light Manufacturing,Female,26-35,Formal Sector
BEN-000633,Kano,Retail Trade,Female,18-25,Self-Employed
BEN-000634,Bauchi,Retail Trade,Female,18-25,Self-Employed
BEN-000635,Rivers,Retail Trade,Female,26-35,Self-Employed
BEN-000636,Kaduna,Light Manufacturing,Male,26-35,Self-Employed
BEN-000637,Kano,Retail Trade,Female,18-25,Self-Employed
BEN-000638,Kaduna,Tech & Services,Male,18-25,Self-Employed
BEN-000639,Enugu,Retail Trade,Male,18-25,Formal Sector
BEN-000640,Kano,Retail Trade,Male,36-50,Self-Employed
BEN-000641,Lagos,Light Manufacturing,Female,36-50,Formal Sector
BEN-000642,Kaduna,Retail Trade,Female,26-35,Formal Sector
BEN-000643,Kaduna,Tech & Services,Female,36-50,Self-Employed
BEN-000644,Kaduna,Tech & Services,Female,26-35,Formal Sector
BEN-000645,Kano,Agriculture,Female,26-35,Micro-Enterprise
BEN-000646,Bauchi,Agriculture,Male,36-50,Self-Employed
BEN-000647,Katsina,Healthcare,Female,26-35,Self-Employed
BEN-000648,FCT,Agriculture,Male,50+,Self-Employed
BEN-000649,Lagos,Agriculture,Male,36-50,Self-Employed
BEN-000650,Kaduna,Tech & Services,Male,26-35,Self-Employed
BEN-000651,Kano,Retail Trade,Male,26-35,Micro-Enterprise
BEN-000652,Enugu,Light Manufacturing,Female,26-35,Self-Employed
BEN-000653,Katsina,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-000654,FCT,Agriculture,Male,50+,Self-Employed
BEN-000655,Oyo,Agriculture,Female,26-35,Self-Employed
BEN-000656,Kano,Tech & Services,Female,36-50,Self-Employed
BEN-000657,Oyo,Retail Trade,Female,26-35,Micro-Enterprise
BEN-000658,FCT,Tech & Services,Female,18-25,Micro-Enterprise
BEN-000659,FCT,Light Manufacturing,Female,26-35,Self-Employed
BEN-000660,FCT,Light Manufacturing,Male,50+,Self-Employed
BEN-000661,Oyo,Retail Trade,Male,50+,Self-Employed
BEN-000662,Lagos,Agriculture,Male,36-50,Micro-Enterprise
BEN-000663,Oyo,Tech & Services,Male,36-50,Self-Employed
BEN-000664,Katsina,Light Manufacturing,Male,26-35,Self-Employed
BEN-000665,FCT,Tech & Services,Female,36-50,Self-Employed
BEN-000666,Oyo,Healthcare,Male,26-35,Self-Employed
BEN-000667,Bauchi,Agriculture,Male,50+,Self-Employed
BEN-000668,Nasarawa,Agriculture,Female,36-50,Micro-Enterprise
BEN-000669,Nasarawa,Light Manufacturing,Male,18-25,Self-Employed
BEN-000670,FCT,Healthcare,Female,26-35,Self-Employed
BEN-000671,FCT,Healthcare,Female,36-50,Self-Employed
BEN-000672,Kaduna,Agriculture,Male,26-35,Micro-Enterprise
BEN-000673,Katsina,Retail Trade,Male,18-25,Self-Employed
BEN-000674,Lagos,Tech & Services,Male,26-35,Self-Employed
BEN-000675,Kano,Tech & Services,Female,50+,Self-Employed
BEN-000676,Rivers,Agriculture,Female,36-50,Micro-Enterprise
BEN-000677,Kaduna,Retail Trade,Male,26-35,Self-Employed
BEN-000678,Kaduna,Healthcare,Female,26-35,Formal Sector
BEN-000679,FCT,Retail Trade,Male,18-25,Micro-Enterprise
BEN-000680,Enugu,Retail Trade,Male,26-35,Self-Employed
BEN-000681,Oyo,Agriculture,Female,26-35,Micro-Enterprise
BEN-000682,Kano,Retail Trade,Male,18-25,Micro-Enterprise
BEN-000683,Lagos,Agriculture,Male,36-50,Self-Employed
BEN-000684,Kaduna,Agriculture,Female,26-35,Micro-Enterprise
BEN-000685,FCT,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-000686,Kaduna,Retail Trade,Male,36-50,Self-Employed
BEN-000687,Lagos,Tech & Services,Female,26-35,Formal Sector
BEN-000688,FCT,Healthcare,Female,26-35,Formal Sector
BEN-000689,Lagos,Healthcare,Male,18-25,Micro-Enterprise
BEN-000690,Enugu,Tech & Services,Male,36-50,Micro-Enterprise
BEN-000691,Rivers,Light Manufacturing,Male,36-50,Micro-Enterprise
BEN-000692,FCT,Tech & Services,Male,18-25,Self-Employed
BEN-000693,Lagos,Agriculture,Female,36-50,Micro-Enterprise
BEN-000694,Oyo,Retail Trade,Female,18-25,Self-Employed
BEN-000695,Rivers,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-000696,Rivers,Agriculture,Male,26-35,Self-Employed
BEN-000697,Oyo,Retail Trade,Female,26-35,Self-Employed
BEN-000698,FCT,Healthcare,Female,26-35,Self-Employed
BEN-000699,Kaduna,Healthcare,Male,26-35,Formal Sector
BEN-000700,Lagos,Agriculture,Female,18-25,Self-Employed
BEN-000701,FCT,Agriculture,Male,36-50,Self-Employed
BEN-000702,Katsina,Healthcare,Male,26-35,Self-Employed
BEN-000703,Rivers,Healthcare,Female,36-50,Self-Employed
BEN-000704,Oyo,Tech & Services,Male,50+,Micro-Enterprise
BEN-000705,Oyo,Tech & Services,Male,26-35,Self-Employed
BEN-000706,Kano,Healthcare,Female,26-35,Self-Employed
BEN-000707,Kaduna,Retail Trade,Female,26-35,Self-Employed
BEN-000708,Lagos,Healthcare,Male,36-50,Self-Employed
BEN-000709,Rivers,Agriculture,Female,18-25,Self-Employed
BEN-000710,Bauchi,Light Manufacturing,Female,36-50,Micro-Enterprise
BEN-000711,Kaduna,Light Manufacturing,Male,18-25,Self-Employed
BEN-000712,Kaduna,Tech & Services,Female,36-50,Self-Employed
BEN-000713,Kaduna,Tech & Services,Female,26-35,Self-Employed
BEN-000714,Oyo,Retail Trade,Female,26-35,Self-Employed
BEN-000715,Lagos,Retail Trade,Female,26-35,Micro-Enterprise
BEN-000716,Lagos,Agriculture,Male,26-35,Micro-Enterprise
BEN-000717,Enugu,Healthcare,Male,26-35,Self-Employed
BEN-000718,Katsina,Retail Trade,Male,26-35,Self-Employed
BEN-000719,Bauchi,Tech & Services,Male,36-50,Self-Employed
BEN-000720,Katsina,Light Manufacturing,Female,36-50,Self-Employed
BEN-000721,Nasarawa,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-000722,Rivers,Agriculture,Male,26-35,Micro-Enterprise
BEN-000723,Oyo,Agriculture,Male,36-50,Self-Employed
BEN-000724,Enugu,Healthcare,Female,18-25,Micro-Enterprise
BEN-000725,Kaduna,Light Manufacturing,Female,36-50,Micro-Enterprise
BEN-000726,Bauchi,Light Manufacturing,Female,50+,Micro-Enterprise
BEN-000727,Lagos,Agriculture,Male,50+,Self-Employed
BEN-000728,Lagos,Light Manufacturing,Male,18-25,Self-Employed
BEN-000729,Kaduna,Tech & Services,Female,36-50,Micro-Enterprise
BEN-000730,Kano,Healthcare,Female,36-50,Self-Employed
BEN-000731,Oyo,Agriculture,Female,18-25,Micro-Enterprise
BEN-000732,Enugu,Agriculture,Male,36-50,Self-Employed
BEN-000733,Kano,Healthcare,Female,36-50,Micro-Enterprise
BEN-000734,Katsina,Light Manufacturing,Female,36-50,Self-Employed
BEN-000735,Kaduna,Light Manufacturing,Male,26-35,Self-Employed
BEN-000736,Kaduna,Healthcare,Female,50+,Self-Employed
BEN-000737,Kaduna,Tech & Services,Male,36-50,Self-Employed
BEN-000738,Kano,Tech & Services,Female,26-35,Self-Employed
BEN-000739,Kano,Tech & Services,Male,36-50,Self-Employed
BEN-000740,Kano,Retail Trade,Female,36-50,Micro-Enterprise
BEN-000741,Kaduna,Retail Trade,Male,18-25,Micro-Enterprise
BEN-000742,Kano,Agriculture,Male,50+,Self-Employed
BEN-000743,Rivers,Healthcare,Male,26-35,Micro-Enterprise
BEN-000744,Lagos,Light Manufacturing,Female,36-50,Self-Employed
BEN-000745,Kaduna,Healthcare,Female,36-50,Self-Employed
BEN-000746,Kaduna,Retail Trade,Male,36-50,Self-Employed
BEN-000747,Rivers,Tech & Services,Male,36-50,Self-Employed
BEN-000748,Kano,Tech & Services,Male,26-35,Formal Sector
BEN-000749,Katsina,Agriculture,Male,26-35,Self-Employed
BEN-000750,FCT,Tech & Services,Female,50+,Micro-Enterprise
BEN-000751,Kano,Tech & Services,Male,36-50,Self-Employed
BEN-000752,FCT,Healthcare,Female,26-35,Self-Employed
BEN-000753,Oyo,Light Manufacturing,Female,36-50,Self-Employed
BEN-000754,Rivers,Healthcare,Female,26-35,Micro-Enterprise
BEN-000755,Kano,Healthcare,Female,26-35,Self-Employed
BEN-000756,Kaduna,Retail Trade,Female,26-35,Micro-Enterprise
BEN-000757,Kaduna,Agriculture,Female,26-35,Self-Employed
BEN-000758,Kano,Light Manufacturing,Male,26-35,Self-Employed
BEN-000759,Kano,Light Manufacturing,Female,18-25,Micro-Enterprise
BEN-000760,Rivers,Retail Trade,Female,26-35,Micro-Enterprise
BEN-000761,Katsina,Retail Trade,Male,36-50,Self-Employed
BEN-000762,Kaduna,Healthcare,Male,26-35,Self-Employed
BEN-000763,Enugu,Tech & Services,Male,26-35,Self-Employed
BEN-000764,Kaduna,Agriculture,Female,50+,Formal Sector
BEN-000765,Oyo,Light Manufacturing,Male,26-35,Self-Employed
BEN-000766,Rivers,Agriculture,Female,26-35,Self-Employed
BEN-000767,FCT,Retail Trade,Male,36-50,Self-Employed
BEN-000768,Oyo,Retail Trade,Female,26-35,Formal Sector
BEN-000769,FCT,Retail Trade,Male,36-50,Self-Employed
BEN-000770,Kaduna,Agriculture,Male,26-35,Self-Employed
BEN-000771,Bauchi,Light Manufacturing,Female,26-35,Micro-Enterprise
BEN-000772,Kaduna,Tech & Services,Female,50+,Micro-Enterprise
